Business Id,Business Name,Address,Take-out,Wi-Fi,Alcohol,Good for Kids,Parking,Good For Lunch,Good For Dinner,Good For Dessert,Good For Latenight,Good For Brunch,Good For Breakfast,Stars
JQ3kJQNnX8XNbdvcbjiiKQ,Restaurant,2350 Noblestown Rd West End Pittsburgh PA 15205,1,0,1,0,1,0,0,0,0,0,0,3.5,
6Ro5tqafcr2MZori8DIYnw,Restaurant,2350 Noblestown Rd West End Pittsburgh PA 15205,1,0,1,0,1,0,1,0,0,0,0,3.0,
uPl2nKYL0uNqBqqeF2Rx7Q,Restaurant,45 Foster Ave Pittsburgh PA 15205,0,0,0,0,0,0,0,0,0,0,0,1.5,
gOQT85vsrCc_bIKaG4fGYg,Restaurant,2351 Noblestown Rd Greentree Pittsburgh PA 15205,1,0,1,0,1,0,0,0,0,0,0,3.5,
qnObfZkpvnsZv1l8zScrdA,Restaurant,4214 Steubenville Pike Pittsburgh PA 15205,1,0,1,0,0,0,0,0,0,0,0,3.5,
C2BferG4f-WQJQuTvyRzlA,Restaurant,288 W Steuben St Pittsburgh PA 15205,1,0,1,0,1,0,1,0,0,0,0,3.5,
ZyqqJDBt9H5CibVtZ9diFA,Restaurant,2350 Noblestown Rd West End Pittsburgh PA 15205,1,0,1,0,0,0,0,0,0,0,0,3.5,
qMcgzoz_dFD8XHPNUjeK0Q,Restaurant,2350 Noblestown Rd West End Pittsburgh PA 15205,1,0,1,0,1,0,1,0,0,0,0,4.0,
vTnvE0fsPP4r1Eni7gufrQ,Restaurant,2343 Noblestown Rd. West End Pittsburgh PA 15205,1,0,1,0,1,0,0,0,0,0,0,2.5,
dVf7896SPwE8jEenEhI6Pg,Restaurant,201 Saline St Greenfield Pittsburgh PA 15207,1,0,1,0,1,0,1,0,0,0,0,4.0,
1HejWsAvJ7pg3n6hUCObmA,Restaurant,623 Greenfield Ave Greenfield Pittsburgh PA 15207,1,0,1,0,1,0,1,0,0,0,0,4.0,
DhwPdZ-67IgFc_XcVS30BA,Restaurant,4800 2nd Ave Hazelwood Pittsburgh PA 15207,0,0,1,1,1,0,1,0,0,0,0,4.0,
wMzo5ooEfJBZ6NtpIAfCZg,Restaurant,422 Greenfield Ave Greenfield Pittsburgh PA 15207,1,0,1,0,0,0,0,0,0,0,0,4.0,
qCg90xkk0VgdNF6IirZEPA,Restaurant,531 Grant St Downtown Pittsburgh PA 15219,1,0,1,0,1,0,0,0,0,0,0,3.0,
rM2u39FtdD7WZPaTgmRS9Q,Restaurant,114 Grant Ave Millvale Pittsburgh PA 15209,1,0,1,0,1,0,1,0,0,0,0,4.0,
cFpc6oLcO08mWJHCRE6S-A,Restaurant,1201 N Ave Millvale Pittsburgh PA 15209,1,0,1,0,0,0,0,0,0,0,0,4.0,
g5U8omEQje5lRx4EherR0w,Restaurant,232 North Ave Millvale Pittsburgh PA 15209,1,0,1,0,1,0,0,0,0,1,0,4.0,
fnKjsT1rQKS9x0Zw35TwAw,Restaurant,1200 Grandview Ave Duquesne Heights Pittsburgh PA 15211,0,0,1,0,1,0,1,0,0,0,0,3.0,
lr4Zti9WOHXWHu8Yp3zZkg,Restaurant,6 Bailey Ave Mt. Washington Pittsburgh PA 15211,1,0,1,0,0,0,0,0,0,0,0,4.0,
wgSCc7Ut2C4OkmvoeSLIrQ,Restaurant,1212 Grandview Ave Duquesne Heights Pittsburgh PA 15211,1,0,1,0,1,0,0,0,0,0,0,3.5,
ey2TkiJL-5lIwEeFD7ZhhQ,Restaurant,200 Virginia Ave Mt. Washington Mount Washington PA 15211,1,0,1,0,0,0,0,0,0,0,0,3.5,
AwQwf4mbaJfE4F5Tk2KQRg,Restaurant,201 Shiloh St Mt. Washington Pittsburgh PA 15211,1,0,1,0,1,0,0,0,0,0,0,3.5,
_WaHLgLzALd2iThQAhC-sQ,Restaurant,123 Shiloh St Mt. Washington Pittsburgh PA 15211,1,0,1,0,1,0,1,0,0,0,0,3.5,
gHBf6Ve-jxMBZQE3Z1mviQ,Restaurant,1318 Grandview Ave Duquesne Heights Pittsburgh PA 15211,0,0,1,0,1,0,1,0,0,0,0,4.0,
9oImwXLAn-DFppBrfbmkLg,Restaurant,1411 Grandview Ave Duquesne Heights Pittsburgh PA 15211,1,0,1,0,1,0,1,0,0,0,0,4.0,
AcjaEcJkm0Fnld-obqFtqQ,Restaurant,1230 Grandview Ave Duquesne Heights Pittsburgh PA 15211,0,0,1,0,1,0,1,0,0,0,0,2.5,
63M2e_wSmQ8GbLDUau5K6Q,Restaurant,1 Boggs Ave Mt. Washington Pittsburgh PA 15211,1,0,1,0,1,0,1,0,0,0,0,3.5,
mGNJlqLu2wQRyKnh7yEViw,Restaurant,206 Shiloh St Mt. Washington Pittsburgh PA 15211,0,0,1,0,0,0,0,0,0,0,0,2.0,
drJpzE3cxE0MQUq7gkzRvg,Restaurant,210 Oakland Ave Oakland Pittsburgh PA 15213,1,0,1,0,1,0,0,0,0,0,0,4.0,
CiG5CvHxYQl5DZ704a4viA,Restaurant,3911 Forbes Ave Oakland Pittsburgh PA 15213,1,0,1,0,1,0,0,0,0,0,0,3.5,
q95WN1MTI-PFM_NVEfHhyA,Restaurant,3716 Forbes Ave Oakland Pittsburgh PA 15213,1,0,1,0,1,0,1,0,0,0,0,3.0,
rroEVCHOX6sjZaAYTk6pSw,Restaurant,4705 Centre Ave Bloomfield Pittsburgh PA 15213,1,0,1,0,1,0,0,0,0,0,0,4.5,
lv2DSTFBOxefUNLbiWexow,Restaurant,233 Atwood St Oakland Pittsburgh PA 15213,1,0,1,0,1,0,1,0,0,0,0,3.5,
U35V81BeSi8NUHA2zxp71w,Restaurant,128 Oakland Ave Oakland Pittsburgh PA 15213,1,0,1,0,1,0,1,0,0,0,0,3.0,
8bzvvfrE0r71ZrxOxAgpaw,Restaurant,3606 5th Ave Oakland Pittsburgh PA 15213,1,0,1,0,1,0,1,0,0,0,0,3.5,
Dq6g0ubf267tWRU4BSk44A,Restaurant,400 S Craig St Oakland Pittsburgh PA 15213,1,0,1,0,1,0,0,0,0,0,0,2.5,
Zww-ckcRf0fvu_yKGFZvPw,Restaurant,116 Oakland Ave Oakland Pittsburgh PA 15213,1,0,1,0,1,0,0,0,0,0,0,3.0,
BxjO2aY6l4uOVN9EiEVptQ,Restaurant,3444 Forbes Ave Oakland Pittsburgh PA 15213,1,0,1,0,0,0,0,0,0,0,0,3.5,
6eU9yPTTbf8PS8fMc4nmCg,Restaurant,404 S Craig St Oakland Pittsburgh PA 15213,1,0,1,0,1,0,1,0,0,0,0,3.5,
c4AWh6H_hI6FkiWAmdrQvQ,Restaurant,328 Atwood St Oakland Pittsburgh PA 15213,1,0,1,0,1,0,1,0,0,0,0,3.5,
yAC6PHPOOqlEvrzyVjItkw,Restaurant,3725 Forbes Ave Oakland Pittsburgh PA 15213,1,0,1,0,0,0,0,0,0,0,0,2.5,
3WgM6mvYrPDxGJ5fADSkUw,Restaurant,212 Oakland Ave Oakland Pittsburgh PA 15213,1,0,1,0,1,0,1,0,0,0,0,3.5,
B-DLw09xS5mgAC0lvlGUxw,Restaurant,3714 Forbes Ave Oakland Pittsburgh PA 15213,1,0,1,0,0,0,0,0,0,0,1,3.5,
drhpbx_wR08pvCUmyqPhkA,Restaurant,4815 Centre Ave Ste 4 Bloomfield Pittsburgh PA 15213,1,0,1,0,0,0,0,0,0,0,0,2.5,
0H8Xo8XtA6GkSI2hAF0LKw,Restaurant,3887 Bigelow Blvd Oakland Pittsburgh PA 15213,1,0,1,0,1,0,1,0,0,0,0,4.0,
cll90LXLWNpljIDQB8BeKA,Restaurant,239 Atwood St Oakland Pittsburgh PA 15213,1,0,1,0,0,0,0,0,0,0,0,3.0,
ojlQtj_2W24-IZGqkBVsmg,Restaurant,4915 Baum Blvd Bloomfield Pittsburgh PA 15213,1,0,0,0,0,0,0,0,0,0,0,2.0,
6sJSxhTfN5YLFXKicXRljw,Restaurant,400 Semple St Oakland Pittsburgh PA 15213,1,0,1,0,1,0,1,0,0,0,0,3.5,
w3Ad4ue8SMtbVi7hnIS2MQ,Restaurant,4808 Baum Blvd Bloomfield Pittsburgh PA 15213,1,0,1,0,1,0,1,0,0,0,0,3.5,
9Cx8HT4LLis_2OvcFZpEmw,Restaurant,3454 Bates St Oakland Pittsburgh PA 15213,0,0,1,1,1,0,0,0,0,0,0,5.0,
DOpzRvtCjJCZuCUmrrA3nA,Restaurant,4757 Baum Blvd Bloomfield Pittsburgh PA 15213,1,0,1,0,0,0,1,0,0,0,0,3.5,
nyS42UJ54_YUKxBB83dfDQ,Restaurant,4710 Baum Blvd Bloomfield Pittsburgh PA 15213,1,0,0,0,0,0,0,0,0,0,0,3.0,
PxN0tiGWY-ApyP9N0TgRmA,Restaurant,3524 5th Ave Oakland Pittsburgh PA 15213,1,0,1,0,0,0,0,0,0,0,0,3.0,
vtODRhBYQfr614DwMesBKg,Restaurant,3507 Cable Pl Oakland Pittsburgh PA 15213,1,0,1,0,1,0,1,0,0,0,0,4.0,
Q2iZ7kT5SpiRir7iommz1g,Restaurant,3614 5th Ave Oakland Pittsburgh PA 15213,1,0,1,0,1,0,1,0,0,0,0,3.0,
RVAtmwbwbjLYEDDtvf1PYg,Restaurant,410 Semple St Oakland Pittsburgh PA 15213,1,0,1,0,0,0,0,0,0,0,0,3.0,
PQdMkFgdSyF-2jK8WhQu-g,Restaurant,3607 Forbes Ave Oakland Pittsburgh PA 15213,1,0,1,0,1,0,1,0,0,0,0,3.0,
n_vYHn44QfjFkTW7gS5LaQ,Restaurant,3417 Forbes Ave Oakland Pittsburgh PA 15213,1,0,0,0,0,0,0,0,0,0,0,4.0,
o6EK8ULSL5j7mXg5XnmVtg,Restaurant,226 Meyran Ave Oakland Pittsburgh PA 15213,1,0,1,0,1,0,0,0,0,0,0,3.0,
LCybuUjDVdYQAdfeM6dISw,Restaurant,3708 Forbes Ave Oakland Pittsburgh PA 15213,1,0,1,0,0,0,0,0,0,0,0,2.5,
Xu5azmrPOMCgNC-fdNA9eA,Restaurant,247 Atwood St Oakland Pittsburgh PA 15213,1,0,1,0,1,0,0,0,0,0,0,3.5,
vuXWx7PoWLw4FKBR_pzEOQ,Restaurant,190 N Craig St Oakland Pittsburgh PA 15213,1,0,1,0,1,0,1,0,0,0,0,4.0,
aUb1ulqB4B1y6kQuqRV3cg,Restaurant,125 Oakland Ave Oakland Pittsburgh PA 15213,1,0,1,0,1,0,0,0,0,0,0,3.0,
lB4l0M9jSXWIz_VYjbzlJg,Restaurant,3404 5th Ave Oakland Pittsburgh PA 15213,1,0,1,0,0,0,0,0,0,0,0,4.5,
jczJ4bsO8_VwbFjXkN396Q,Restaurant,3715 Forbes Ave Oakland Pittsburgh PA 15213,1,0,1,0,1,0,0,0,0,0,0,3.0,
R8AgqxryV5iLk45lvIPozQ,Restaurant,3712 Forbes Ave Oakland Pittsburgh PA 15213,1,0,1,0,0,0,0,0,0,0,0,3.0,
FZBF8EptLV5WT60g-JIw_Q,Restaurant,8 Brilliant Ave Aspinwall Pittsburgh PA 15215,1,0,1,0,1,0,1,0,0,0,0,3.0,
7TRfGMRjNEduIu7NT-B8Tg,Restaurant,1021 N Canal St Sharpsburg Sharpsburg PA 15215,1,0,1,0,0,0,1,0,0,0,0,4.5,
s413DgLtzhUSfs0t5USPFg,Restaurant,19 River Rd Sharpsburg Pittsburgh PA 15215,1,0,1,0,1,0,1,0,0,0,0,2.5,
HE_rlRkdfWU4lIqHyEj2WA,Restaurant,211 Commercial Ave Aspinwall Pittsburgh PA 15215,1,0,1,0,0,0,0,0,0,0,0,4.0,
lkEGzvHiURrlzB9ZsJNi5w,Restaurant,2218 Main St Sharpsburg Sharpsburg PA 15215,1,0,1,0,1,0,1,0,0,0,0,4.5,
Ca-003BAqWW-IEsFvjlY9g,Restaurant,5874 1/2 Forbes Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,1,0,0,0,0,4.0,
KLkT6MEf33cidi1so_TVsg,Restaurant,2120 Murray Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,0,0,0,0,0,4.5,
q_2HooHFCE9wAwmXQPkuyg,Restaurant,5878 Forbes Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,1,0,0,0,0,4.0,
C2Q4Eogai7W4grmvXZFmBw,Restaurant,4219 Murray Ave Greenfield Pittsburgh PA 15217,1,0,0,0,0,0,0,0,0,0,0,2.0,
khmDwXbcUxeU2ymjju_Jrw,Restaurant,6524 Wilkins Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,0,0,0,0,0,0,0,2.0,
KT8KJ4zt-IPqpLzACdpEZg,Restaurant,4524 Browns Hill Rd Squirrel Hill Pittsburgh PA 15217,1,0,1,0,0,0,0,0,0,0,0,1.5,
J4SEWnsJVvU9SWgkIvnldA,Restaurant,5886 Forbes Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,1,0,0,0,0,3.5,
rPwuIBv_mz1O_yI5R-VJ7Q,Restaurant,5888 Forbes Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,1,0,0,0,0,4.0,
62EQGCWUVIRixQD_q72V0Q,Restaurant,5804 Forward Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,1,0,0,0,0,3.5,
Z94doPdgyDOgjtYUVRBNjQ,Restaurant,2032 Murray Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,1,0,0,0,0,4.0,
7JYif-4RQOMWrUkoemuytA,Restaurant,1719 Murray Ave Squirrel Hill Pittsburgh PA 15217,1,0,0,0,0,0,0,0,0,0,0,3.0,
cKQn19-p4FtLIR4IaP6xuw,Restaurant,2138 Murray Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,1,0,0,0,0,3.0,
yDBfRK6lg23-4yKjwU0hHQ,Restaurant,1704 Shady Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,0,0,0,0,0,4.0,
QGWyhvvLjaT1Szw-segoOg,Restaurant,1816 Murray Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,0,0,0,1,1,3.0,
jpD9ONjJfx5ishYOx9vU0Q,Restaurant,5813 Forbes Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,0,0,0,0,1,4.0,
1vK7gWQ_b5ehAyOidOsYtg,Restaurant,2112 Murray Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,1,0,0,0,0,4.0,
TYyW_pl7hgfUEMwxVwc4OQ,Restaurant,5878 Northumberland St Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,0,0,0,0,0,4.0,
8q8GMsDPYp4JVdx6k-FeTA,Restaurant,5846 Forbes Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,1,0,0,0,0,3.5,
EYjc27Vce4tX8IZzhWZUDw,Restaurant,4239 Murray Ave Greenfield Pittsburgh PA 15217,1,0,1,0,1,0,0,0,0,0,1,3.0,
gu9qDUz44-8H1vdq_MQymQ,Restaurant,1720 Murray Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,1,0,0,0,0,4.0,
pvmC7EaaSgA3aq-MAmPp3A,Restaurant,2006 Murray Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,1,0,0,0,0,4.0,
52CzJDb4EakSjEQOUys77Q,Restaurant,2128 Murray Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,1,0,0,0,0,3.5,
X_X5RHM5cJeO6n-84GMFHQ,Restaurant,2114 Murray Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,1,0,0,0,0,3.0,
1Kuuu75LVwr5-1OQ3Zv71w,Restaurant,5802 Forbes Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,0,0,0,0,0,3.5,
UrQzDR-nEo5B-EGkSZuE9Q,Restaurant,2201 Murray Ave Squirrel Hill Pittsburgh PA 15217,1,0,0,0,1,0,0,0,0,0,0,2.5,
atG_rkb3fONGcw4fupbY9g,Restaurant,5824 Forbes Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,1,0,0,0,0,3.5,
0IKwgLg_UApkFzMCAaJ1Lw,Restaurant,5808 Forbes Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,0,0,0,0,0,4.0,
PLPeY0cYisJXXUFyEfRzlg,Restaurant,1922 Murray Ave Squirrel Hill Pittsburgh PA 15217,1,0,1,0,1,0,0,1,0,0,0,3.0,
ev4X3Tw8pqzOObv5nuIxWQ,Restaurant,4070 Beechwood Blvd Greenfield Pittsburgh PA 15217,1,0,1,0,0,0,0,0,0,0,0,3.0,
-UqxkoufE3WGTnLZV9em3w,Restaurant,520 3rd Ave Downtown Pittsburgh PA 15219,1,0,1,0,1,0,0,0,0,0,0,3.5,
0MmjeVacAd-Moe8CesiB_Q,Restaurant,1 Station Sq South Side Pittsburgh PA 15219,0,0,1,0,1,0,0,0,0,0,0,4.0,
vtcEXiQukuSzOMxyVxlh-Q,Restaurant,100 West Station Square Dr Ste 1 South Side Pittsburgh PA 15219,1,0,1,0,1,0,0,0,0,1,0,3.5,
rDgiBah58fc6AfVD58m2mw,Restaurant,818 5th Ave The Hill District Pittsburgh PA 15219,0,0,0,0,0,0,0,0,0,0,0,3.0,
-n0bDmgCCcculSyHjuTd6A,Restaurant,411 Seventh Avenue Downtown Pittsburgh PA 15219,1,0,1,0,1,0,0,0,0,0,0,3.0,
5Qa1bKl5BeXOC_6kZV7nBw,Restaurant,1202 5th Ave The Hill District Pittsburgh PA 15219,1,0,1,0,0,0,0,0,0,0,0,3.0,
kiVnUirURYI91t9YY3nddQ,Restaurant,1304 5th Ave The Hill District Pittsburgh PA 15219,1,0,1,0,1,0,1,0,0,0,0,4.0,
fHfKprgE_HqMcwxuZzBqLA,Restaurant,961 Liberty Ave Downtown Pittsburgh PA 15222,1,0,1,0,1,0,0,0,0,0,1,3.5,
mbSIq0yerQhEUEFBB4pVGQ,Restaurant,308 Ross St Downtown Pittsburgh PA 15219,0,0,1,0,0,0,0,0,0,0,0,3.5,
sFWqH-VIfH3cKTKJ__qKQA,Restaurant,112 Washington Pl Downtown Pittsburgh PA 15219,0,0,1,0,1,0,0,0,0,0,0,3.0,
mnR9KualdR4VpDwd1oFa_A,Restaurant,429 Forbes Ave Downtown Pittsburgh PA 15219,1,0,1,0,0,0,0,0,0,0,1,3.5,
aACX0qwz9gCm3ieEaQhyXg,Restaurant,3 Station Square South Side Pittsburgh PA 15219,1,0,1,0,1,0,1,0,0,0,0,3.0,
aQExh8vKqh6PJoUZAzDSpg,Restaurant,411 Cherry Way Downtown Pittsburgh PA 15219,1,0,1,0,0,0,0,0,0,0,0,3.0,
tYi1AaABtF3jX1mUIMuYcQ,Restaurant,700 Forbes Ave The Hill District Pittsburgh PA 15219,0,0,0,0,0,0,0,0,0,0,0,2.5,
sh-VN4LKQ1IuJCe-_FJhuA,Restaurant,3041 Brereton St Polish Hill Pittsburgh PA 15219,1,0,1,0,1,0,0,0,0,0,0,5.0,
1u_8Lk1_0UsTmjW6b12bpw,Restaurant,226 West Station Square Drive South Side Pittsburgh PA 15219,1,0,1,0,1,0,1,0,0,0,0,3.5,
dnN_tOhXC10km8Vuv1Ac0A,Restaurant,300 W Station Sq Dr South Side Pittsburgh PA 15219,0,0,1,0,0,0,1,0,0,0,0,2.5,
2vp3ZAysnItVdkv_eX_ZvQ,Restaurant,819 Wood St Pittsburgh PA 15221,1,0,1,0,0,0,0,0,0,0,0,4.5,
l69zskvo5X2V9lxnINgXww,Restaurant,430 Penn Ave Pittsburgh PA 15221,1,0,1,0,0,0,0,0,0,0,0,3.0,
-U68ZM2v6OOPtdefIonvJw,Restaurant,796 Penn Ave Pittsburgh PA 15221,1,0,1,0,0,0,0,0,0,0,0,4.0,
FnaWgExFsjWeekotG-_66g,Restaurant,116 Peebles St Point Breeze Pittsburgh PA 15221,1,0,1,0,0,0,0,0,0,0,0,2.0,
FspJK0PqUm_0h6ionkT0Dg,Restaurant,612 Penn Ave Wilkinsburg PA 15221,1,0,1,0,1,0,0,0,0,0,0,3.5,
Tq7ZVUvqRP7YPLwVfdKwTg,Restaurant,2060 Ardmore Blvd Pittsburgh PA 15221,1,0,1,0,1,0,0,0,0,1,1,4.0,
IS9ZqBV6R0olC_OYv-vGjQ,Restaurant,268 Yost Blvd Pittsburgh PA 15221,1,0,1,0,0,0,0,0,0,0,0,4.0,
44zt-uJPM4BGs46DaNO98Q,Restaurant,4214 Brownsville Rd Pittsburgh PA 15227,1,0,0,0,0,0,0,0,0,0,0,2.5,
jzlTPQz28NGYsmAOlfIeDA,Restaurant,3546 Saw Mill Run Blvd Pittsburgh PA 15227,1,0,1,0,0,0,0,0,0,0,0,4.5,
ppv7AJFnTxNGhlktLaCLiw,Restaurant,3304 Saw Mill Run Blvd Pittsburgh PA 15227,1,0,0,0,0,0,0,0,0,0,0,3.0,
UmX2QDgm02TsWO1-d8elTQ,Restaurant,3052 Churchview Ave Pittsburgh PA 15227,1,0,1,0,0,0,0,0,0,0,0,2.0,
QXXkjR4cvN6zVuaUA-vL5w,Restaurant,3911 Saw Mill Run Blvd Pittsburgh PA 15227,1,0,1,0,0,0,1,0,0,0,0,3.5,
FNvZnTpvLOcRKzNIQ6EqDg,Restaurant,3200 Saw Mill Run Blvd Pittsburgh PA 15227,1,0,1,0,0,0,0,0,0,0,0,3.0,
-8wQB4T-cukbHZGO6etPMA,Restaurant,2901 Brownsville Rd Pittsburgh PA 15227,1,0,1,0,0,0,0,0,0,0,0,4.0,
mKEUpLDkL_SZvjI5Hc9gpw,Restaurant,Caste Village Shoppes 5299 Grove Rd Pittsburgh PA 15236,1,0,1,0,1,0,1,0,0,0,0,4.0,
Alk2AVNg3wTrI4L1d-krZw,Restaurant,947 Western Ave North Side Pittsburgh PA 15233,1,0,1,0,1,0,0,0,0,0,1,3.5,
utIjhLQ4aowlreRuchFpBA,Restaurant,927 Western Ave North Side Pittsburgh PA 15233,1,0,1,0,1,0,0,0,0,0,0,4.5,
2Yv6Tgb5mpoEo3_EIpKs3g,Restaurant,125 W. Station Square Drive South Side Pittsburgh PA 15219,0,0,1,1,1,0,1,0,0,0,0,3.0,
fvhWfSPlx5J_3F-ScLpvXQ,Restaurant,800 Vinial St Troy Hill Pittsburgh PA 15212,1,0,1,0,1,0,1,0,0,0,0,3.5,
YssP-_6iP0SLBsqUQGs6rQ,Restaurant,125 W Station Sq Dr South Side Pittsburgh PA 15233,0,0,1,0,1,0,1,0,0,0,0,4.0,
-23t2qOQWj8Kqp-Ijm1BQA,Restaurant,305 Wood St Downtown Pittsburgh PA 15222,1,0,1,0,1,0,0,0,0,0,0,3.0,
rQCQsKxkqfVTYU9wgzhVSQ,Restaurant,2300 Smallman St Strip District Pittsburgh PA 15222,1,0,0,0,1,0,0,0,0,0,0,4.5,
kiXE579k_sP6XCj_XUJc4g,Restaurant,Station Square 125 W Station Square Dr South Side Pittsburgh PA 15219,1,0,1,0,1,0,1,0,0,0,0,3.5,
_0UC6YiwhkgLOJWxMmMQQQ,Restaurant,908 Western Ave North Side Pittsburgh PA 15233,1,0,1,0,1,0,0,0,0,0,0,4.0,
QTxEdBIM9VXcyBnK3ucKUg,Restaurant,3906 Perysvle Ave N Sde Observatory Hill Pittsburgh PA 15233,1,0,1,0,1,0,1,0,0,0,0,2.5,
72EpENhhSayWYsF3XqEJ3w,Restaurant,822 Western Ave North Side Pittsburgh PA 15233,1,0,1,0,0,0,0,0,0,1,1,4.0,
LZghZl5RVTeR4p77UpXipg,Restaurant,801 Allegheny Ave North Side Pittsburgh PA 15233,1,0,0,0,0,0,0,0,0,0,0,1.0,
NhA_Fg-0ywtg8ut2RjUo0w,Restaurant,U S Steel Tower 600 Grant St Downtown Pittsburgh PA 15219,1,0,0,0,0,0,0,0,0,0,0,2.5,
CB8p5dGrqZxc06vs_xDOHw,Restaurant,213 W 8th Ave Homestead Homestead PA 15120,1,0,1,0,1,0,1,0,0,0,0,4.0,
BFG2ed8LgIo5TNsrwgxu8g,Restaurant,3401 Boulevard of the Allies Oakland Pittsburgh PA 15213,1,0,1,0,0,0,0,0,0,1,0,3.0,
tygo8BbCFwGFxIitgTp_zQ,Restaurant,225 W Station Square Dr South Side Pittsburgh PA 15219,1,0,1,0,1,0,1,0,0,0,0,4.0,
raSItW2WYBeZyI_TT97A8g,Restaurant,1562 Island Ave North Side Pittsburgh PA 15233,1,0,1,0,0,0,1,0,0,0,0,4.5,
PvClFu-OG4-3mG1n6CjgPQ,Restaurant,1164 Brookline Blvd Brookline Pittsburgh PA 15226,1,0,1,0,0,0,0,0,0,0,0,4.5,
PpPYKumy4syUJrxFpH1b5Q,Restaurant,5301 Grove Rd Suite E 530 Pittsburgh PA 15236,1,0,1,0,1,0,0,0,0,0,0,4.0,
L7d7iEiubIHC9RQHFNEMog,Restaurant,25 Walsh Rd Pittsburgh PA 15205,1,0,1,0,0,0,0,0,0,0,0,4.0,
C6sCJIY6TFOdfTU_aazGhw,Restaurant,Crafton Ingram Shopping Ctr 37 Walsh Rd Pittsburgh PA 15205,1,0,1,0,0,0,0,0,0,0,0,4.0,
TEKCIR7IZWOdQ2ULc3Xyfg,Restaurant,28 W Steuben St Crafton PA 15233,1,0,1,0,0,0,0,0,0,0,0,4.0,
4eRlRYQ4iBedD7Ymiuah7Q,Restaurant,240 Station Sq Dr South Side Pittsburgh PA 15219,1,0,1,0,1,0,1,0,0,0,0,2.5,
EmHlwDc9RsK597NbJtyEmg,Restaurant,7324 Saltsburg Rd Squirrel Hill Pittsburgh PA 15235,1,0,1,0,0,0,0,0,0,0,0,3.5,
ad9b1c6iD2CrQFPX6HCvGQ,Restaurant,3412 William Penn Hwy Squirrel Hill Pittsburgh PA 15235,1,0,1,0,1,0,0,0,0,0,0,3.5,
JmL5yzi5VJjcvzdsk-h7Ig,Restaurant,3770 Concord Pkwy S Concord NC 28027,1,0,1,0,1,0,0,0,0,0,0,4.0,
BdJxCDS_FG_ICbEKssrLdQ,Restaurant,7820 Lyles Ln Concord NC 28027,1,0,0,0,1,0,0,0,0,0,0,3.0,
iSIOHkFAh5-j9J6VUTDcww,Restaurant,7702 Gateway Ln Concord NC 28027,1,0,1,0,1,0,0,0,0,0,0,3.0,
11_Py0PMSwvnok8K9I3AgA,Restaurant,8011 Concord Mills Blvd Concord NC 28027,1,0,1,0,1,0,1,0,0,0,0,4.0,
-Z-I5r3zpDSp1RPFr0A41A,Restaurant,8020 Concord Mills Blvd Concord NC 28027,1,0,1,0,0,0,0,0,0,0,0,4.0,
uSGhhtOXRfDxq3l-UC0IYQ,Restaurant,8010 Concord Mills Blvd Concord NC 28027,1,0,1,0,1,0,1,0,0,0,0,3.5,
2DDY0JRc8q8PApPEPF-vGQ,Restaurant,8012 Concord Mills Blvd. Concord NC 28027,1,0,1,0,1,0,0,0,0,0,0,2.5,
gFwLFAWDBttqqq-6wpvBdw,Restaurant,7970 Lyles Ln Concord NC 28027,0,0,1,1,0,0,1,0,0,0,0,4.0,
DvVSPUhnEnAy3Cm9k12cBw,Restaurant,8041 Concord Mills Blvd Concord NC 28027,1,0,1,0,1,0,0,0,0,0,0,2.5,
YWkH80nb-D2wPARF6j7soQ,Restaurant,7801 Gateway Lane Concord NC 28025,1,0,1,0,1,0,0,0,0,0,0,3.5,
yGWjaYeSJ9O_LGlQwu3QCQ,Restaurant,8111 Concord Blvd Concord Mills NC 28027,0,0,1,1,1,0,1,0,0,0,0,3.5,
T7QTFV33o5r92Ny34a_HxQ,Restaurant,10023 Weddington Rd Concord NC 28027,1,0,1,0,1,0,0,0,0,0,0,3.0,
